node1,node2,weight
All You Need Is Love & Love Is In The Air,Koffietijd / 5 Uur Live,31
Pesadelo na Cozinha,Dia Dia,43
Buenas Vibras,Arrow,10
Buenas Vibras,Supernatural,91
90210,The Prancing Elites Project,21
90210,Supernatural,20
90210,Dog Whisperer with Cesar Millan: Family Edition,82
90210,10 on Top,9
90210,Marvel - Jessica Jones,69
90210,Arrow,77
90210,Hellcats,44
90210,One Magnificent Morning,15
Top Shot on History,SportsCenter ESPN,31
Top Shot on History,The Legend of Shelby the Swamp Man,46
Top Shot on History,Men Women Wild,73
Top Shot on History,American Restoration,85
Top Shot on History,Chef's Table,12
Top Shot on History,Pawn Stars on History,57
Top Shot on History,Good Behavior,12
Top Shot on History,Ice Road Truckers on HISTORY,89
Top Shot on History,Mountain Men,39
Top Shot on History,Counting Cars,79
Top Shot on History,Vikings,5
The Player,פרויקט הלהקה - The Band Project,34
El Barco,Tiempos de guerra,78
Wipeout,Rookie Blue,21
Wipeout,Modern Family,19
Wipeout,Revenge,57
Wipeout,The Chew,25
Wipeout,Dancing with the Stars,32
Wipeout,Happy Endings,58
Wipeout,Private Practice,93
Wipeout,Nashville,20
Wipeout,666 Park Avenue,66
Wipeout,Les Tutos,67
Wipeout,Ella es tu padre,33
Wipeout,Brothers and Sisters,87
Wipeout,Timeless,13
The Good Wife,Survivor,73
The Good Wife,Criminal Minds,37
The Good Wife,2 Broke Girls,23
The Good Wife,Let's Make A Deal,79
The Good Wife,Blue Bloods,78
The Good Wife,Person of Interest,7
Dr. Ken,Queen of the South,66
Your Life Arizona,Inside Edition,73
American Restoration,Pawn Stars on History,71
American Restoration,The Legend of Shelby the Swamp Man,19
American Restoration,Mountain Men,27
American Restoration,Counting Cars,49
American Restoration,Chef's Table,74
American Restoration,Men Women Wild,92
American Restoration,Ice Road Truckers on HISTORY,61
American Restoration,Vikings,81
Washington Heights,The X Factor,34
Washington Heights,Britain's Got Talent,25
Alvin and The Chipmunks,SpongeBob SquarePants,72
Alvin and The Chipmunks,Avatar: The Last Airbender,86
Alvin and The Chipmunks,Teenage Mutant Ninja Turtles,9
Alvin and The Chipmunks,The Legend of Korra,64
Resurrection,Queen of the South,8
Resurrection,Mind Games,71
Resurrection,Rookie Blue,67
Resurrection,Back In The Game,85
Resurrection,Whodunnit?,71
Resurrection,Revenge,75
Resurrection,Betrayal,64
Resurrection,Wife Swap,42
Resurrection,New Day NW,13
Resurrection,Dancing with the Stars,38
Resurrection,Modern Family,46
Resurrection,Nashville,50
Resurrection,Bet on Your Baby,93
Resurrection,Les Tutos,9
Resurrection,Killer Women,71
Resurrection,Super Fun Night,57
Resurrection,Lucky 7,54
Resurrection,The Chew,79
Resurrection,Timeless,47
Resurrection,Splash,88
Resurrection,"""Bem amigo""",87
La Meilleure Boulangerie de France,Al Jazeera: Head to Head,32
Workaholics,South Park,74
Chicago Fire,The Biggest Loser,90
Chicago Fire,Ninja Warrior,83
Chicago Fire,What's On 6,14
Chicago Fire,Mass Appeal on WWLP,9
Bajo Sospecha,Tiempos de guerra,54
On The Menu,The Listening Post,46
On The Menu,Inside Story on Al Jazeera America,82
On The Menu,EMPIRE: Al Jazeera English,60
Tanisha Gets Married,Idaho Living,24
8-Bit Philosophy,Thug Notes,76
SVT Plus,Go'kväll,21
Dead of Summer,Cheer Squad,43
Dead of Summer,GMA The Heart of Asia,14
wochenwebschau,tagesschau,50
WRCB Eyewitness Sports,WRCB Storm Alert Weather,34
KSPR News,Nightline,86
KSPR News,Nashville,49
KSPR News,The Real,86
KSPR News,Ocean Mysteries with Jeff Corwin,34
KSPR News,666 Park Avenue,76
KSPR News,ABC World News Tonight with David Muir,74
Aeon Flux,Celebrity Deathmatch,32
Saksi,Timber Creek Lodge,6
Saksi,Unang Balita,13
Saksi,Saksi,23
Galavant,ARTE Karambolage,66
Galavant,ARTE Reportage,9
American Crime,Queen of the South,42
MasterChef Australia: Ava Stangherlin,MasterChef Australia,12
MSNBC Locked Up Abroad,Caught on Camera,5
TDJ,Daily Blast LIVE,29
برنامج بانوراما - RT Arabic,برنامج قصارى القول - RT Arabic,83
Franklin & Bash,Access,19
Franklin & Bash,Leverage,27
Franklin & Bash,Falling Skies,69
Bendita,Zona I,32
Shipping Wars on A&E,The Returned on A&E,53
Shipping Wars on A&E,Country Buck$ on A&E,30
Shipping Wars on A&E,Storage Wars: Texas on A&E,77
Shipping Wars on A&E,Don't Trust Andrew Mayne on A&E,58
Shipping Wars on A&E,Longmire,37
Shipping Wars on A&E,A&E Investigates: The First 48,56
Shipping Wars on A&E,Nightwatch,18
666 Park Avenue,Modern Family,61
666 Park Avenue,Rookie Blue,21
666 Park Avenue,Revenge,10
666 Park Avenue,The Chew,20
666 Park Avenue,Dancing with the Stars,6
666 Park Avenue,Private Practice,25
Você na TV,MasterChef Portugal,8
Avatar: The Last Airbender,The Legend of Korra,31
Valor afegit,30 minuts,68
ABC Landline,7.3,13
Surviving Jack,Public Morals,20
Surviving Jack,American Idol,88
Surviving Jack,Kitchen Nightmares,23
Surviving Jack,Mulaney,37
Surviving Jack,So You Think You Can Dance,71
Surviving Jack,Family Guy,17
Surviving Jack,The Cleveland Show,31
The Lizzie Bennet Diaries,Streamy Awards,49
Tale e Quale Show,Affari  Tuoi,46
Tale e Quale Show,Molly,76
Tale e Quale Show,Festival di Sanremo,79
Tale e Quale Show,E poi c'è Cattelan,28
Alta Definição,Queridas Manhãs,82
Alta Definição,Grande Tarde,78
Alta Definição,Gosto Disto,33
Les Revenants,Les séries Canal+,12
Today Show,TODAY's Take,46
Today Show,Shine a Light TODAY,20
Today Show,Kathie Lee and Hoda,54
El Conquistador del fin del mundo,RedeTV Geek,19
El Conquistador del fin del mundo,La noche de...,53
El Conquistador del fin del mundo,Vaya Semanita,81
Married At First Sight,Nightwatch,92
Pasion Prohibida,AL ROJO VIVO,36
2 Broke Girls,Queen of the South,80
2 Broke Girls,Sunnyside on City,40
2 Broke Girls,The Furchester Hotel,48
2 Broke Girls,Let's Make A Deal,83
2 Broke Girls,Mom,13
2 Broke Girls,The Mentalist,60
2 Broke Girls,Survivor,12
2 Broke Girls,Criminal Minds,8
2 Broke Girls,Late Show with David Letterman,51
2 Broke Girls,Blue Bloods,74
2 Broke Girls,Big Brother,31
2 Broke Girls,Humorously Yours,46
2 Broke Girls,Person of Interest,35
WDR Lokalzeit aus Düsseldorf,WDR Lokalzeit aus Dortmund,56
WDR Lokalzeit aus Düsseldorf,Wissen vor acht,14
Taxi Brooklyn,ITV Channel TV,33
Taxi Brooklyn,ITV Wales,14
Granjero busca esposa,No Tomorrow,18
Granjero busca esposa,Las Mañanas de Cuatro,73
Granjero busca esposa,Planeta Calleja,39
Granjero busca esposa,Programa Que Tiempo tan Feliz,80
Game Changers,Filles d'aujourd'hui,49
Game Changers,CBS Dream Team,30
Game Changers,CBS This Morning,72
Got Talent España,Programa Que Tiempo tan Feliz,47
Got Talent España,Factor X,31
Pauly D. Project,Guy Code,68
三立華劇,愛玩客,77
RTL Late Night,RTL Boulevard,21
RTL Late Night,Koffietijd / 5 Uur Live,27
RTL Late Night,True Blood,6
RTL Late Night,Holland's Got Talent,77
hart aber fair,tagesschau,74
hart aber fair,ttt - titel thesen temperamente,14
hart aber fair,Spårtsklubben,83
hart aber fair,Wissen vor acht,13
hart aber fair,AUSSENSEITER SPITZENREITER,75
Vol 920,L'ÉTÉ INDIEN,14
Esporte Fantástico,Câmera Record,55
Esporte Fantástico,Programa Hoje em Dia,85
Esporte Fantástico,Fala Brasil,79
Esporte Fantástico,LEGENDÁRIOS,65
The Furchester Hotel,Survivor,35
The Furchester Hotel,Criminal Minds,43
The Furchester Hotel,Blue Bloods,40
The Furchester Hotel,Person of Interest,91
Hit The Floor,Real Husbands of Hollywood,8
Hit The Floor,Queen of the South,44
One Magnificent Morning,Backpackers,39
One Magnificent Morning,iZombie,13
One Magnificent Morning,CW39,84
One Magnificent Morning,Significant Mother,85
One Magnificent Morning,Supernatural,77
One Magnificent Morning,Dog Whisperer with Cesar Millan: Family Edition,65
One Magnificent Morning,Penn and Teller: Fool Us,46
One Magnificent Morning,Dog Town USA,72
One Magnificent Morning,The Flash,12
One Magnificent Morning,Crazy Ex-Girlfriend,82
One Magnificent Morning,Containment,17
One Magnificent Morning,Arrow,63
ITV Channel TV,Hunted HQ,61
ITV Channel TV,ITV News Meridian,31
The Brink,Queen of the South,66
Good Vibes,Guy Code,30
Sal y Pimienta,Primer Impacto,82
Sal y Pimienta,Noticias Univision Tampa Bay,20
Sal y Pimienta,Mira Quién Baila,73
Big Brother Australia,AFL Footy Show,72
Big Brother Australia,Obviously Harith Iskander,59
Big Brother Australia,Big Brother Australia LIVE,42
ITV Tyne Tees,Akademi Fantasia,55
ITV Tyne Tees,ITV Wales,93
ITV Tyne Tees,ITV Border,58
Private Practice,Better With You,20
Private Practice,My Generation,64
Private Practice,Rookie Blue,47
Private Practice,Revenge,69
Private Practice,Dancing with the Stars,89
Private Practice,Happy Endings,86
Private Practice,Modern Family,58
Private Practice,Happy Town,13
Private Practice,The Gates,85
Private Practice,Nashville,51
Private Practice,Les Tutos,17
Private Practice,Ella es tu padre,5
Private Practice,Brothers and Sisters,31
Private Practice,Detroit 1-8-7,81
Private Practice,The Chew,66
Private Practice,Timeless,38
Private Practice,Scrubs,16
Private Practice,Pan Am,54
Xenius,Wissen vor acht,60
Xenius,Le dessous des cartes,7
Xenius,tagesschau,23
Xenius,Human Giant,77
Expeditie Robinson,Koffietijd / 5 Uur Live,7
Bajo el Mismo Cielo,Sangre De Mi Tierra,80
Bajo el Mismo Cielo,AL ROJO VIVO,75
LA Ink,Four Weddings,86
LA Ink,Extreme Couponing,36
LA Ink,Say Yes to the Dress,62
LA Ink,My Big Fat American Gypsy Wedding,85
LA Ink,The State,29
LA Ink,Visite,40
LA Ink,Breaking Amish,25
LA Ink,Miami Ink,75
Game of Thrones,Curb Your Enthusiasm,50
Game of Thrones,The Muppets,10
Game of Thrones,Access,52
Game of Thrones,True Blood,33
Game of Thrones,Les séries Canal+,68
My Big Redneck Family,CMT Crossroads,70
My Big Redneck Family,CMT Music Awards,29
MasterChef Australia,The Spoils Before Dying,12
Mujeres y hombres y viceversa,Fútbol Mediaset,56
Mujeres y hombres y viceversa,Las Mañanas de Cuatro,83
Mujeres y hombres y viceversa,La Voz Kids España,32
Mujeres y hombres y viceversa,Aída,42
Mujeres y hombres y viceversa,El Príncipe,22
Mujeres y hombres y viceversa,SoCosmo,79
Mujeres y hombres y viceversa,Chiringuito de Pepe,82
Mujeres y hombres y viceversa,Todo el mundo es bueno,71
On n'a pas fait le tour,Nus et Culottés,60
Supernatural,The Prancing Elites Project,30
Supernatural,Dog Whisperer with Cesar Millan: Family Edition,93
Supernatural,Being Human,95
Supernatural,Marvel - Jessica Jones,16
Supernatural,Hellcats,62
Supernatural,Access,76
Supernatural,The Flash,73
Supernatural,10 on Top,23
Supernatural,Arrow,12
Supernatural,Santa Clarita Diet,27
eltrece - Guapas,FEUD: Bette and Joan,70
eltrece - Guapas,You're the Worst,12
eltrece - Guapas,American Crime Story,18
eltrece - Guapas,Better Things,19
eltrece - Guapas,Taboo FX,85
Celebrity Page TV,The Marvelous Mrs. Maisel,57
Celebrity Page TV,Unbreakable Kimmy Schmidt,24
Celebrity Page TV,Twin Peaks,13
Killer Women,Mind Games,38
Killer Women,Modern Family,88
Killer Women,Back In The Game,58
Killer Women,Revenge,42
Killer Women,Betrayal,95
Killer Women,Wife Swap,55
Killer Women,Nashville,43
Killer Women,Whodunnit?,42
Killer Women,Bet on Your Baby,21
Killer Women,Les Tutos,18
Killer Women,Rookie Blue,18
Killer Women,Super Fun Night,91
Killer Women,Lucky 7,63
Killer Women,The Chew,20
Killer Women,Timeless,69
Killer Women,Splash,90
Killer Women,"""Bem amigo""",68
The Silberys,Gogglebox Australia,45
The Silberys,Anastasia and Faye,46
X Factor Polska,BITWA O DOM TVN,31
X Factor Polska,The X Factor,90
X Factor Polska,Perfekcyjna Pani Domu TVN,85
Hollywood Game Night,Ready for Love,30
Hollywood Game Night,Gran Hermano US,86
Hollywood Game Night,The Biggest Loser,65
Hollywood Game Night,Smash,81
Hollywood Game Night,The Voice,8
Hollywood Game Night,Sean Saves the World,18
Breaking Amish,Four Weddings,90
Breaking Amish,Extreme Couponing,20
Breaking Amish,Say Yes to the Dress,95
Breaking Amish,My Big Fat American Gypsy Wedding,35
Breaking Amish,The State,22
Breaking Amish,Visite,50
Breaking Amish,Miami Ink,87
Breaking Amish,Return To Amish,85
The City,Bromance,92
The City,Real World,49
Splash,Mind Games,34
Splash,Modern Family,91
Splash,Back In The Game,9
Splash,Whodunnit?,30
Splash,Revenge,39
Splash,Betrayal,54
Splash,Wife Swap,61
Splash,Rookie Blue,88
Splash,Super Fun Night,45
Splash,Lucky 7,84
Splash,The Chew,91
Ninja Warrior,Chicago Justice,44
Ninja Warrior,Knife Fight,44
Ninja Warrior,Red Oaks,43
Ninja Warrior,Crowded,31
Ninja Warrior,Breadwinners,15
Ninja Warrior,Friday Night Tykes,43
Ninja Warrior,The Crown,58
Ninja Warrior,Entourage,85
Ninja Warrior,Boundless,23
Ninja Warrior,The Night Shift,29
Ninja Warrior,Downward Dog,27
Ninja Warrior,Trial & Error,93
Ninja Warrior,"""Midnight",9
Ninja Warrior,KING 5 Evening,9
Ninja Warrior,Heartbeat,18
Ninja Warrior,Big Brother Australia LIVE,24
Famous,The Grinder,30
Famous,Son of Zorn,66
Famous,Living Biblically,72
Famous,Bordertown,77
Famous,New Year's Eve on FOX,51
Famous,You The Jury,42
Famous,Lucifer,42
Famous,So You Think You Can Dance,80
Famous,Showtime At The Apollo,89
Famous,LA to Vegas,38
Famous,World’s Funniest,20
Famous,Beat Shazam,51
Famous,Cooper Barrett's Guide to Surviving Life,45
Famous,Family Guy,13
Famous,Hotel Hell,52
Famous,The Last Man on Earth,67
Famous,My Kitchen Rules,63
Ελλάδα σ' αγαπώ,Top Chef,34
Ελλάδα σ' αγαπώ,Real Housewives of New York City,84
Ελλάδα σ' αγαπώ,The Real Housewives of Beverly Hills,55
Ελλάδα σ' αγαπώ,Real Housewives of New Jersey,28
Ελλάδα σ' αγαπώ,Relative Success with Tabatha Coffey,48
The Lying Game,Melissa & Joey,80
The Lying Game,The Good Fight,81
The Lying Game,The Secret Life of the American Teenager,74
The Lying Game,Greek,70
Fala Manhã,Espírito Santo no Ar,52
Fala Manhã,Morandé con Compañía,84
Twin Peaks,ARTE Séries,69
La Previa,American Idol,20
La Previa,Kitchen Nightmares,19
La Previa,Mulaney,63
La Previa,So You Think You Can Dance,16
La Previa,Family Guy,48
La Previa,Esto es Guerra Perú,15
La Previa,The Cleveland Show,42
Lucha Azteca 7,Les séries Canal+,5
Ікс-Фактор (The X Factor Ukraine),The X Factor,11
The Secret Life of the American Teenager,Melissa & Joey,86
The Secret Life of the American Teenager,10 on Top,17
The Secret Life of the American Teenager,The Good Fight,24
The Secret Life of the American Teenager,Greek,15
Public Morals,American Idol,6
Public Morals,Kitchen Nightmares,60
Public Morals,So You Think You Can Dance,60
Public Morals,Family Guy,74
Public Morals,The Cleveland Show,50
La noche de...,RedeTV Geek,15
La noche de...,Vaya Semanita,44
Sir Dennis / Rock n Roll,Berlin - Tag & Nacht,57
Face The Nation,48 Hours,58
Face The Nation,CBS Evening News with Jeff Glor,70
Face The Nation,Rising Star,66
Face The Nation,CBS This Morning,20
The voice of Holland,"""La Apuesta """"Creando una estrella""""""",70
Making the Band,America's Best Dance Crew,69
Téléroman O',"""Le Québec ",13
Téléroman O',Mensonges,66
TVBS T觀點,TVBS 地球黃金線,72
TVBS T觀點,TVBS 一步一腳印 發現新台灣,69
The Americans,FEUD: Bette and Joan,51
The Americans,You're the Worst,36
The Americans,American Crime Story,20
The Americans,Tyrant,81
The Americans,Better Things,76
The Americans,Taboo FX,6
VBQ,TEC,72
VBQ,América Espectáculos,87
VBQ,Esto es Guerra Perú,73
VBQ,América Deportes,17
VBQ,Fútbol en América,66
Bom Dia Brasil,DC Cartoons,56
Bom Dia Brasil,Profissão Repórter,31
Bom Dia Brasil,Globo Rural,88
Bom Dia Brasil,The Hotel,22
Iskrigerne,Spårtsklubben,48
The One Show,Sherlock,7
The One Show,도깨비,11
A Craftsman's Legacy,Rough Cut - Woodworking with Tommy Mac,5
Teen Mom 3,Teen Mom 2,57
MDR um 4,In aller Freundschaft,71
MDR um 4,Olaf macht Mut,78
MDR um 4,exakt / FAKT,44
MDR um 4,Sport im Osten,64
MDR um 4,AUSSENSEITER SPITZENREITER,89
MDR um 4,Human Giant,77
Blue Bloods,Criminal Minds,26
Blue Bloods,Person of Interest,19
Blue Bloods,Let's Make A Deal,50
Blue Bloods,Late Show with David Letterman,70
Blue Bloods,Humorously Yours,30
Blue Bloods,Survivor,59
Blue Bloods,The Mentalist,48
@midnight,TripTank,47
@midnight,Comedy Bang! Bang! on IFC,67
@midnight,Idiotest,70
@midnight,Broad City,9
9 News Gold Coast,60 Minutes Australia,53
Suburra,Gogglebox Australia,66
Leverage,Access,79
Leverage,Falling Skies,45
Heimatflimmern,Frau tv,48
Heimatflimmern,WDR Lokalzeit Bergisches Land,34
Heimatflimmern,WDR Lokalzeit aus Dortmund,95
Hunted HQ,ITV Wales,72
The Real Housewives of Beverly Hills,Queen of the South,17
The Real Housewives of Beverly Hills,Game of Crowns,39
The Real Housewives of Beverly Hills,Southern Charm,79
The Real Housewives of Beverly Hills,I Dream of Nene: The Wedding,89
The Real Housewives of Beverly Hills,Real Housewives of New York City,75
The Real Housewives of Beverly Hills,Below Deck,88
The Real Housewives of Beverly Hills,The Real,53
The Real Housewives of Beverly Hills,The New Atlanta,73
The Real Housewives of Beverly Hills,"""Blood",69
The Real Housewives of Beverly Hills,Relative Success with Tabatha Coffey,75
The Real Housewives of Beverly Hills,Top Chef,38
The Real Housewives of Beverly Hills,Ladies of London,84
The Real Housewives of Beverly Hills,Bethenny Ever After,39
The Real Housewives of Beverly Hills,Access,29
The Real Housewives of Beverly Hills,Real Housewives of New Jersey,5
SPORT1 Doppelpass,SPORT1 Fantalk,84
SPORT1 Doppelpass,SPORT1 US,27
SPORT1 Doppelpass,Pataas,5
SPORT1 Doppelpass,SPORT1 Handball,36
SPORT1 Doppelpass,Die PS PROFIS - Mehr Power aus dem Pott,35
Saturday Night Takeaway,Coronation Street,69
Saturday Night Takeaway,Britain's Got Talent,49
Saturday Night Takeaway,Lorraine,35
Saturday Night Takeaway,Jeremy Kyle,82
Saturday Night Takeaway,Celebrity Juice,54
Fútbol Mediaset,Las Mañanas de Cuatro,49
Fútbol Mediaset,Aída,32
Fútbol Mediaset,El Príncipe,30
Fútbol Mediaset,La Voz Kids España,82
Fútbol Mediaset,Viajando con Chester,22
Fútbol Mediaset,Planeta Calleja,44
Fútbol Mediaset,Programa Que Tiempo tan Feliz,87
Dynasty on The CW,Falling Skies,35
Dynasty on The CW,The Newsroom,91
Prominent!,Das perfekte Dinner,40
Prominent!,Next Great Baker,73
Chase,The Biggest Loser,81
Chase,30 Rock,40
Chase,The Voice,78
Chase,Saturday Night Live,93
Austria´s next Topmodel,Koch mit! Oliver,19
Austria´s next Topmodel,Café Puls,31
etalk,Saving Hope,15
etalk,Fırıldak Ailesi,67
ran,The Good Doctor,38
ran,L'heure bleue,45
Angry Boys on HBO,Summer Heights High on HBO,45
7 News Sunshine Coast,7Olympics,27
7 News Sunshine Coast,7 News Central Queensland,35
The Nicole Barrett Show,GCB,78
The Nicole Barrett Show,TMZ,63
The Nicole Barrett Show,The Nicole Barrett Show,32
完全娛樂 ShowBiz,戀愛鄰距離,34
完全娛樂 ShowBiz,三立華劇－料理高校生,84
完全娛樂 ShowBiz,街角遇到wow,55
完全娛樂 ShowBiz,型男大主廚,86
完全娛樂 ShowBiz,後菜鳥的燦爛時代,36
完全娛樂 ShowBiz,甘味人生,39
完全娛樂 ShowBiz,國光幫幫忙之大哥是對的,63
完全娛樂 ShowBiz,愛玩客,43
Holland's Got Talent,Britain's Got Talent,53
House of Glam,Idaho Living,39
AQC-A Quien Corresponda,Venga la Alegría,42
Breakfast Television Toronto,TripTank,65
Breakfast Television Toronto,Educando a Nina,47
Breakfast Television Toronto,Sunnyside on City,67
Breakfast Television Toronto,Boer zkt Vrouw,34
Breakfast Television Toronto,Seed,67
Breakfast Television Toronto,Breakfast Television Vancouver,11
Breakfast Television Toronto,Cityline,86
Ik Hou Van Holland,RTL Boulevard,73
Ik Hou Van Holland,Linda's Zomerweek,56
Ik Hou Van Holland,Voetbal Inside,87
TOP CHEF Polska,Top Chef,25
TOP CHEF Polska,Przyjaciółki,48
Your Face Sounds Familiar,Tu Cara Me Suena,21
Blood & Oil,Wicked City,91
Blood & Oil,Queen of the South,42
La vraie nature,Accès illimité,27
My Generation,Rookie Blue,40
My Generation,Happy Town,25
My Generation,Better With You,44
My Generation,The Gates,20
My Generation,Dancing with the Stars,62
My Generation,Scrubs,27
My Generation,Happy Endings,37
My Generation,Detroit 1-8-7,67
É Gol,Planeta SporTV,29
É Gol,Style ستايل,94
É Gol,Sensei Combate - Sportv,62
Stonetown,Weeds,89
Breaking Bad,The Crown,17
Breaking Bad,Entourage,55
Breaking Bad,The Last Leg,78
Breaking Bad,ARTE Séries,80
Breaking Bad,KING 5 Evening,6
Man from Atlantis,Falcon Crest,86
世間情,紫色大稻埕,19
世間情,三立華劇,21
Noin viikon uutiset,Docventures,29
Télématin,C à vous,16
On n'est pas des pigeons - RTBF,The Voice Belgique - RTBF,37
Last Week Tonight with John Oliver,FRONTLINE,91
Deportes CNN,Café CNN,19
Deportes CNN,CNN en Marcha,59
Ain't That America With Lil Duval,Guy Code,77
BET Awards,Real Husbands of Hollywood,95
BET Awards,Sunday Best,43
Unang Balita,Timber Creek Lodge,34
Unang Balita,Balitanghali,66
Todo el mundo es bueno,Aída,45
Todo el mundo es bueno,SoCosmo,49
RTL Explosiv,RTL Nord,37
RTL Explosiv,Der Bachelor,45
Café Puls,Koch mit! Oliver,47
Café Puls,Tadhana GMA,6
Café Puls,2 Minuten 2 Millionen,64
Café Puls,GO! Das Motormagazin,12
Café Puls,PULS 4 SPORT,15
Crónicas,La Noche en 24 Horas,50
Back In The Game,Mind Games,59
Back In The Game,Modern Family,68
Back In The Game,Revenge,27
Back In The Game,Betrayal,77
Back In The Game,Wife Swap,35
Back In The Game,Dancing with the Stars,87
Back In The Game,Nashville,60
Back In The Game,Whodunnit?,5
Back In The Game,Bet on Your Baby,77
Back In The Game,Les Tutos,69
Back In The Game,Rookie Blue,24
Back In The Game,Super Fun Night,48
Back In The Game,Lucky 7,47
Back In The Game,The Chew,16
Back In The Game,Timeless,62
Back In The Game,"""Bem amigo""",32
Call of The Wildman - Turtleman,River Monsters,73
TODAY's Take,Educando a Nina,57
برنامج رحلة في الذاكرة - RT Arabic,برنامج قصارى القول - RT Arabic,22
Mary Tyler Moore Show,The X Factor,72
Mary Tyler Moore Show,The Graham Norton Show,49
Mary Tyler Moore Show,Downton Abbey,40
Mary Tyler Moore Show,The Wire,66
Mary Tyler Moore Show,Lorraine,78
Mary Tyler Moore Show,Sherlock,59
Hélène et les garçons,Les vacances de l'amour,62
ARTE Re:,ARTE Metropolis,62
ARTE Re:,ARTE Reportage,86
ARTE Re:,ARTE Journal,42
Programa Que Tiempo tan Feliz,Los Gipsy Kings,89
Programa Que Tiempo tan Feliz,Chiringuito de Pepe,70
Programa Que Tiempo tan Feliz,La Voz Kids España,30
型男大主廚,草地狀元,73
20 Heures France 2,Le Grand Soir 3,45
20 Heures France 2,Mots Croisés,45
Feast of Fiction,Zuhause im Glück,33
Feast of Fiction,Berlin - Tag & Nacht,79
Feast of Fiction,Die Kochprofis,21
Feast of Fiction,THE DOME,28
Feast of Fiction,Die Wollnys - Eine schrecklich große Familie,28
Feast of Fiction,Sarah & Pietro,12
La Voz Kids España,Chiringuito de Pepe,5
Coronation Street on CBC,Coronation Street,76
Wall Street Week,Dexter,29
Wall Street Week,The Borgias,78
Wall Street Week,Weeds,10
Big Brother,The Insider,14
Big Brother,Filles d'aujourd'hui,89
Big Brother,CBS Dream Team,26
Big Brother,Survivor,8
Big Brother,The Whispers,60
Big Brother,Late Show with David Letterman,6
Big Brother,The Mentalist,72
Big Brother,The Young and the Restless,78
Big Brother,Person of Interest,72
Big Brother,The Gherm Guys,55
Manzo'd With Children,Real Housewives of New Jersey,21
D&CO,FremantleMedia France,87
D&CO,E=M6,81
D&CO,Un diner presque parfait,83
D&CO,Summer Break,21
Brisant,Sport im Osten,31
Brisant,Human Giant,29
Brisant,In aller Freundschaft,51
Hotel Hell,The Grinder,12
Hotel Hell,Weird Loners,26
Hotel Hell,Son of Zorn,30
Hotel Hell,Living Biblically,14
Hotel Hell,Bordertown,49
Hotel Hell,Kitchen Nightmares,84
Hotel Hell,New Year's Eve on FOX,29
Hotel Hell,My Kitchen Rules,32
Hotel Hell,Lucifer,89
Hotel Hell,Lethal Weapon FOX,10
Hotel Hell,So You Think You Can Dance,59
Hotel Hell,Showtime At The Apollo,58
Hotel Hell,World’s Funniest,54
Hotel Hell,Beat Shazam,91
Hotel Hell,Cooper Barrett's Guide to Surviving Life,9
Hotel Hell,You The Jury,43
Hotel Hell,Family Guy,18
Hotel Hell,LA to Vegas,21
Hotel Hell,The Last Man on Earth,36
tagesschau,Die Sendung mit der Maus,16
tagesschau,Battle Creek on CBS,15
tagesschau,Brandenburg aktuell,34
tagesschau,Human Giant,47
tagesschau,Quarks,39
tagesschau,exakt / FAKT,51
tagesschau,Polizeiruf 110,88
tagesschau,ARTE Karambolage,87
tagesschau,AUSSENSEITER SPITZENREITER,60
tagesschau,Riverdale,75
tagesschau,W wie Wissen,30
tagesschau,ttt - titel thesen temperamente,24
tagesschau,WDR Lokalzeit aus Köln,48
tagesschau,Ewige Helden,60
tagesschau,Verstehen Sie Spaß?,16
tagesschau,Mit offenen Karten,38
tagesschau,ARD-Rechtsredaktion,85
tagesschau,Report Mainz,15
tagesschau,Landesschau Rheinland-Pfalz,10
tagesschau,Landesschau Baden-Württemberg,53
tagesschau,Marktcheck,47
tagesschau,Frau tv,91
tagesschau,Wissen vor acht,43
tagesschau,Servicezeit,64
tagesschau,Le dessous des cartes,57
The Listening Post,Inside Story,59
The Listening Post,101 East - Al Jazeera,41
The Listening Post,Inside Story on Al Jazeera America,78
The Listening Post,People and Power,56
The Listening Post,EMPIRE: Al Jazeera English,75
Counting Cars,SportsCenter ESPN,39
Counting Cars,The Legend of Shelby the Swamp Man,87
Counting Cars,Men Women Wild,60
Counting Cars,Chef's Table,93
Counting Cars,Pawn Stars on History,48
Counting Cars,Good Behavior,85
Counting Cars,Ice Road Truckers on HISTORY,6
Counting Cars,Mountain Men,46
Counting Cars,Vikings,75
Geeking Out,Myrtle Manor,62
Geeking Out,Myrtle Manor Marvin,56
Le dessous des cartes,ARTE Metropolis,62
Le dessous des cartes,ARTE Philosophie,77
Le dessous des cartes,ARTE Karambolage,81
Le dessous des cartes,ARTE Reportage,49
Le dessous des cartes,ARTE Journal,8
Les séries Canal+,WorkinGirls,61
Les séries Canal+,Conviction,47
Les séries Canal+,Les séries Canal+,6
Les séries Canal+,DU HARD OU DU COCHON,86
Les séries Canal+,Pure Genius,18
Les séries Canal+,Shameless France,45
Les séries Canal+,Scandal Canal+,82
Les séries Canal+,House of Cards France,63
Les séries Canal+,Jour Polaire,62
60 Minutes Australia,Matkontrollen,45
Estadio11,Deportes Repretel,77
Estadio11,The Island M6,49
Animal Nation with Anthony Anderson,laSexta l  Deportes,95
American Masters,Great Performances l PBS,65
Renegades on Atomic Network,Star Trek: Voyager,79
Dexter,Access,52
Dexter,The Insider,70
Dexter,Weeds,5
